,Neighborhood,Venue Category,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude
0,Stockholm,Art Gallery,59.33258,18.06683,Artipelag,59.306431350461324,18.34686757472573
1,Stockholm,Bookstore,59.33258,18.06683,Science Fiction Bokhandeln,59.32404679408319,18.070682162632647
2,Stockholm,Bookstore,59.33258,18.06683,Papercut,59.31718276141575,18.054741813193974
3,Stockholm,Bookstore,59.33258,18.06683,Söderbokhandeln,59.3160343,18.0725025
4,Stockholm,Café,59.33258,18.06683,Café Pascal,59.342019417546844,18.05197960945644
5,Stockholm,Café,59.33258,18.06683,af Chapman Café,59.325369881369255,18.08046055647977
6,Stockholm,Café,59.33258,18.06683,Kavalleriet Café,59.33304714419969,18.077662277228423
7,Stockholm,Café,59.33258,18.06683,Pom & Flora,59.34478748758042,18.05863713104891
8,Stockholm,Café,59.33258,18.06683,Bullar & Bröd,59.346599425822774,18.068694507966537
9,Stockholm,Café,59.33258,18.06683,Vete-Katten,59.33417768875955,18.05823909702743
10,Stockholm,Café,59.33258,18.06683,Cafe Mariaberget,59.320225,18.062357
11,Stockholm,Café,59.33258,18.06683,Pom & Flora,59.31386675541034,18.086725505140397
12,Stockholm,Café,59.33258,18.06683,Kajsas i Parken,59.31126107903301,18.091043549952467
13,Stockholm,Café,59.33258,18.06683,Gast,59.33981823199378,18.05663347247394
14,Stockholm,Café,59.33258,18.06683,Borgs Bageri & Systrarna Andersson Kafé,59.34245454567404,18.0363752383698
15,Stockholm,Café,59.33258,18.06683,Vintervikens Trädgårdskafé,59.311146,17.999018
16,Stockholm,Café,59.33258,18.06683,Drop Coffee,59.31691037096143,18.06300390731442
17,Stockholm,Café,59.33258,18.06683,Fjällgatans Kaffestuga,59.317356356510864,18.087287324805455
18,Stockholm,Café,59.33258,18.06683,Gamla Orangeriet,59.369838123390856,18.04609879308665
19,Stockholm,Café,59.33258,18.06683,A.B.Café,59.29957421458804,17.998732087104088
20,Stockholm,Café,59.33258,18.06683,Brygghusets café,59.310227101674506,18.128654543313004
21,Stockholm,Café,59.33258,18.06683,Brioche,59.33271201816168,17.98174750441346
22,Stockholm,Café,59.33258,18.06683,Konditori Lyran,59.30126639038706,17.93616616115986
23,Stockholm,Café,59.33258,18.06683,Långängens Gård,59.357148973717315,18.193649562369895
24,Stockholm,Café,59.33258,18.06683,Viggbyholms Stationskafé,59.449062004974316,18.104021137448605
25,Stockholm,Café,59.33258,18.06683,Vaxholms Hembygdsgårds Café,59.40580225511438,18.351331944673177
26,Stockholm,Cocktail Bar,59.33258,18.06683,Erlands,59.340581,18.040227
27,Stockholm,Cocktail Bar,59.33258,18.06683,Tweed,59.3244713,18.0676958
28,Stockholm,Cocktail Bar,59.33258,18.06683,Corner Club,59.323342388892044,18.069430517409064
29,Stockholm,Cocktail Bar,59.33258,18.06683,Bar Agrikultur,59.31287,18.083247
30,Stockholm,Coffee Shop,59.33258,18.06683,Espresso Sosta Bar,59.340774855630706,18.058568282633864
31,Stockholm,Coffee Shop,59.33258,18.06683,Johan & Nyström,59.316273,18.064016
32,Stockholm,Coffee Shop,59.33258,18.06683,Café Pascal,59.312226621983676,18.078946274835616
33,Stockholm,Coffee Shop,59.33258,18.06683,Mellqvist Kaffebar,59.33971264711748,18.03577577521212
34,Stockholm,Coffee Shop,59.33258,18.06683,Löfbergs,59.336037,18.071749
35,Stockholm,Coffee Shop,59.33258,18.06683,Sempre,59.33495098934464,18.072088151526884
36,Stockholm,Coffee Shop,59.33258,18.06683,Kaffeverket,59.341349,18.038021
37,Stockholm,Coffee Shop,59.33258,18.06683,Cykelcafé Le Mond,59.314578,18.079823
38,Stockholm,Coffee Shop,59.33258,18.06683,Il Caffè,59.32984114116123,18.04312936101536
39,Stockholm,Coffee Shop,59.33258,18.06683,Espressobaren Sorelle,59.331388419877115,18.027673842751426
40,Stockholm,Food Truck,59.33258,18.06683,Funky Chicken Food Truck,59.31538788934707,18.160492549081006
41,Stockholm,Garden Center,59.33258,18.06683,Zetas trädgård och café,59.276026690794986,17.92517936399004
42,Stockholm,Gym / Fitness Center,59.33258,18.06683,SATS,59.332544,18.060433
43,Stockholm,History Museum,59.33258,18.06683,Armémuseum,59.33475120424566,18.080363851945307
44,Stockholm,History Museum,59.33258,18.06683,Vasamuseet,59.32811938036956,18.09166143677861
45,Stockholm,Italian Restaurant,59.33258,18.06683,La Vecchia Signora,59.31431729456325,18.084778413277963
46,Stockholm,Park,59.33258,18.06683,Ivar Los park,59.320608,18.061239
47,Stockholm,Park,59.33258,18.06683,Humlegården,59.33885856970707,18.07138665949116
48,Stockholm,Park,59.33258,18.06683,Vasaparken,59.34013,18.042776
49,Stockholm,Park,59.33258,18.06683,Skinnarviksparken,59.3197859068045,18.048343303372558
50,Stockholm,Park,59.33258,18.06683,Djurgården,59.33052890687453,18.09344931081637
51,Stockholm,Park,59.33258,18.06683,Hagaparken,59.360510780804866,18.036684791273604
52,Stockholm,Park,59.33258,18.06683,Stadshusparken,59.326890922701764,18.054609762838343
53,Stockholm,Park,59.33258,18.06683,Anders Franzéns park,59.31147288824373,18.104834477868874
54,Stockholm,Park,59.33258,18.06683,Kungliga Djurgården,59.32666595408762,18.125123977661133
55,Stockholm,Park,59.33258,18.06683,Aspuddsparken,59.30786380138638,17.994862513287824
56,Stockholm,Park,59.33258,18.06683,Djurgårdsbrunn,59.32990456401749,18.132221187037036
57,Stockholm,Park,59.33258,18.06683,Nyckelviken,59.32302291167995,18.189183386538733
58,Stockholm,Park,59.33258,18.06683,Marabouparken,59.36437120677294,17.95697047522886
59,Stockholm,Park,59.33258,18.06683,Hågelbyparken,59.22089787973441,17.830676298217817
60,Stockholm,Pub,59.33258,18.06683,Akkurat,59.319809,18.06883
61,Stockholm,Pub,59.33258,18.06683,Oxsvansen,59.33467547005233,18.06602669156467
62,Stockholm,Scenic Lookout,59.33258,18.06683,Panoramic View,59.317298364172686,18.08783674588282
63,Stockholm,Steakhouse,59.33258,18.06683,AG Restaurang & Bar,59.33519752313698,18.034913650432504
64,Stockholm,Wine Bar,59.33258,18.06683,Savant Bar,59.34053,18.063525
65,Stockholm,Wine Bar,59.33258,18.06683,Folii,59.31409866418408,18.090154179727616
66,Naples,Bookstore,40.84016,14.25222,Mondadori Multicenter,41.00348586386721,14.32863216706687
67,Naples,Café,40.84016,14.25222,Caffè Salvo,40.84453185235271,14.230490610967331
68,Naples,Café,40.84016,14.25222,Chalet Ciro,40.82621,14.21977
69,Naples,Café,40.84016,14.25222,Bar Giulia,40.86960866773488,14.388814624379142
70,Naples,Café,40.84016,14.25222,Bar La Conchiglia,40.814833632536846,14.335498687567384
71,Naples,Café,40.84016,14.25222,Monkey,40.81822205250669,14.071179428529994
72,Naples,Café,40.84016,14.25222,Bar Gabriele,40.96099161428335,14.194278062479931
73,Naples,Café,40.84016,14.25222,Caffè del Professore,40.785824495331426,14.364180517827238
74,Naples,Café,40.84016,14.25222,Ammot Cafe,40.90256489902893,14.031102576638501
75,Naples,Café,40.84016,14.25222,Village Caffe',40.84017866463708,14.36916867042895
76,Naples,Café,40.84016,14.25222,vittoria black and white,40.84523936779405,14.304147361499686
77,Naples,Café,40.84016,14.25222,Palazzo Vialdo,40.761413,14.428297
78,Naples,Café,40.84016,14.25222,Gran Caffè Elite,40.9174119328118,14.199540861508614
79,Naples,Café,40.84016,14.25222,Le Maistè,40.916481169692744,14.213952487504988
80,Naples,Café,40.84016,14.25222,Caffè Vesuvio,40.808683674145165,14.354219677315339
81,Naples,Café,40.84016,14.25222,Gran Caffè Moscato,40.90397012068619,14.264233690626396
82,Naples,Café,40.84016,14.25222,Yogi Drink,40.83909435778762,14.342040991872809
83,Naples,Café,40.84016,14.25222,Cafe Ercolano,40.8060302734375,14.349343299865723
84,Naples,Café,40.84016,14.25222,Champs Elysees,40.889078453203446,14.081552012013772
85,Naples,Café,40.84016,14.25222,Mama Bar,40.84366304384917,14.367391924563558
86,Naples,Café,40.84016,14.25222,Primo Cafè,40.96065645991138,14.19957889434689
87,Naples,Café,40.84016,14.25222,Chuka,40.83379302241833,14.09808824982058
88,Naples,Café,40.84016,14.25222,Up Down Coffe,40.8341544651661,14.09825796106615
89,Naples,Cocktail Bar,40.84016,14.25222,Cycas Cafe,40.79366355146384,14.06841981169207
90,Naples,Cocktail Bar,40.84016,14.25222,Panart,40.98347044252746,14.215171626542215
91,Naples,Cocktail Bar,40.84016,14.25222,Picasso Lounge Bar,40.87463187939819,14.346527604544226
92,Naples,Cocktail Bar,40.84016,14.25222,Soul,40.90890007129139,14.389208279029045
93,Naples,Cocktail Bar,40.84016,14.25222,Granhattan,40.80846112359288,14.336135452582365
94,Naples,Coffee Shop,40.84016,14.25222,Ventimetriquadri,40.845563,14.231571
95,Naples,Coffee Shop,40.84016,14.25222,Caffè Iris,40.82014229673184,14.348424178580688
96,Naples,Coffee Shop,40.84016,14.25222,Chicco D'oro,40.81681648701788,14.341234720309998
97,Naples,Coffee Shop,40.84016,14.25222,Tropicana Café,41.0033312542556,14.328962396724412
98,Naples,Cosmetics Shop,40.84016,14.25222,SEPHORA,41.004177036026086,14.327714863813393
99,Naples,Dessert Shop,40.84016,14.25222,Scaturchio,40.84845918375657,14.25484229822716
100,Naples,Dessert Shop,40.84016,14.25222,Scaturchio,40.8471,14.246186
101,Naples,Dessert Shop,40.84016,14.25222,Pasticceria Bellavia,40.87739070189126,14.282290935516357
102,Naples,Dessert Shop,40.84016,14.25222,Venchi cioccogelateria,40.878046602624536,14.281855621176463
103,Naples,Food Truck,40.84016,14.25222,Giggin è semp n'amic,40.811726111651886,14.35494128983556
104,Naples,Gastropub,40.84016,14.25222,The Black Hole,40.79336450305796,14.362569730562889
105,Naples,Gastropub,40.84016,14.25222,Il Magnifico,40.985146499100274,14.208828362968733
106,Naples,Gastropub,40.84016,14.25222,Burger Chef,40.79412764302418,14.06885267061976
107,Naples,History Museum,40.84016,14.25222,Tunnel Borbonico,40.83559097992428,14.246238132737886
108,Naples,History Museum,40.84016,14.25222,Museo Archeologico Nazionale,40.85317532862563,14.25072265976806
109,Naples,History Museum,40.84016,14.25222,Museo Archeologico Virtuale di Ercolano,40.80704234920335,14.350607297589091
110,Naples,Island,40.84016,14.25222,Isolotto di Megaride (Borgo Marinari),40.828287826677105,14.248414394084005
111,Naples,Italian Restaurant,40.84016,14.25222,Osteria da Antonio,40.839877,14.253767
112,Naples,Italian Restaurant,40.84016,14.25222,pastamore & chiatamone,40.83046339711453,14.246529367741049
113,Naples,Italian Restaurant,40.84016,14.25222,Ristorante Al 53,40.84866771544055,14.250225632431464
114,Naples,Italian Restaurant,40.84016,14.25222,Ristorante da Dora,40.83445306566657,14.230149984240231
115,Naples,Italian Restaurant,40.84016,14.25222,Tandem,40.84831316197223,14.256405083780859
116,Naples,Italian Restaurant,40.84016,14.25222,Zio Jack,40.83118558302266,14.249315397165569
117,Naples,Italian Restaurant,40.84016,14.25222,A' Figlia d' 'o Marenaro,40.859461513948666,14.262100796344674
118,Naples,Italian Restaurant,40.84016,14.25222,Botany's,40.84049419098562,14.342895941762551
119,Naples,Italian Restaurant,40.84016,14.25222,Shekkinah,40.881676,14.34666
120,Naples,Italian Restaurant,40.84016,14.25222,Agriturismo Esperia,40.793291793983386,14.062802217720698
121,Naples,Italian Restaurant,40.84016,14.25222,Happy Hours,40.78957197087695,14.060159833887154
122,Naples,Italian Restaurant,40.84016,14.25222,Osteria Abraxas,40.8324604873014,14.070750566027312
123,Naples,Italian Restaurant,40.84016,14.25222,La Dragonara,40.7847617,14.0845799
124,Naples,Italian Restaurant,40.84016,14.25222,Alba La Grigliata,40.89111,14.3231
125,Naples,Italian Restaurant,40.84016,14.25222,Ristorante Del Pino,40.8672544498482,14.353105723239869
126,Naples,Italian Restaurant,40.84016,14.25222,Mosè,40.90112056206256,14.345783904547355
127,Naples,Italian Restaurant,40.84016,14.25222,Maroder,40.90715081700003,14.061503700978069
128,Naples,Park,40.84016,14.25222,Parco sommerso di Gaiola,40.79297888357523,14.187752012690247
129,Naples,Park,40.84016,14.25222,Parco di Capodimonte,40.869691077830645,14.250617407989632
130,Naples,Pub,40.84016,14.25222,Birra & bollicine,40.82404346468028,14.202001736655237
131,Naples,Pub,40.84016,14.25222,The Black Hole,40.8201704334285,14.327781574315589
132,Naples,Pub,40.84016,14.25222,Labyrinth Pub,40.91231,14.40159
133,Naples,Pub,40.84016,14.25222,9 Gradi Pub,40.88042127775992,14.433793168716713
134,Naples,Pub,40.84016,14.25222,Hickory Dickory Dock,40.9454273312617,14.26956562296681
135,Naples,Pub,40.84016,14.25222,St.Andrew's Scottish Pub,40.960757594677396,14.199567993889852
136,Naples,Scenic Lookout,40.84016,14.25222,Belvedere Di San Martino,40.84416102480423,14.240650805666867
137,Naples,Scenic Lookout,40.84016,14.25222,Belvedere Sant'Antonio a Posillipo,40.82813337565298,14.218213543095821
138,Naples,Steakhouse,40.84016,14.25222,Old Wild West,40.8970773,14.315431
139,Naples,Steakhouse,40.84016,14.25222,Fattorie Albatros,40.893195949038386,14.150596149803942
140,Naples,Steakhouse,40.84016,14.25222,New Sea Legend,40.872540941773536,14.04318304685427
141,Naples,Train Station,40.84016,14.25222,Stazione Portici-Ercolano,40.80990278770399,14.33583469994575
142,Naples,Wine Bar,40.84016,14.25222,Enoteca Belledonne,40.83517892694082,14.239378612927384
143,Naples,Wine Bar,40.84016,14.25222,Il mantegno,40.84856232647224,14.255835471465149
144,Naples,Wine Bar,40.84016,14.25222,Il Cratere,40.82193808170454,14.380404979223773
145,Turin,Café,45.06236,7.67994,Caffé Stratta,45.06755221108205,7.682555009440029
146,Turin,Café,45.06236,7.67994,Mulassano,45.06985,7.68682
147,Turin,Café,45.06236,7.67994,Al Bicerin,45.076431887832236,7.67899288526879
148,Turin,Café,45.06236,7.67994,Bar Caplin,45.03931375249737,7.670107944521056
149,Turin,Café,45.06236,7.67994,Moine Pasticceria Caffe',45.071371708650176,7.515969917450907
150,Turin,Café,45.06236,7.67994,Gran Bar Torre,44.99930949271583,7.680007503029672
151,Turin,Café,45.06236,7.67994,Caffè Blanco,45.070280229838005,7.519963584119577
152,Turin,Cocktail Bar,45.06236,7.67994,Smile Tree,45.076494164031985,7.678776361114063
153,Turin,Cocktail Bar,45.06236,7.67994,Zazen,44.97625099961923,7.709239008574767
154,Turin,Coffee Shop,45.06236,7.67994,Torrefazione Beccuti,45.07067802940458,7.681482980494078
155,Turin,Cupcake Shop,45.06236,7.67994,Sweet Lab,45.06626665257805,7.691515874176848
156,Turin,Dessert Shop,45.06236,7.67994,Farmacia del Cambio,45.06955369204851,7.684915065765381
157,Turin,Dessert Shop,45.06236,7.67994,Pasticceria Vacchieri - Dolci Intuizioni,45.030215684985514,7.522437187912495
158,Turin,Farm,45.06236,7.67994,Il Giardino dei Sapori,44.9852157,7.6497227
159,Turin,Food Truck,45.06236,7.67994,Gino Panino,45.03239243881129,7.672928545751222
160,Turin,Gym / Fitness Center,45.06236,7.67994,Virgin Active Torino Moncalieri,44.97695804701307,7.707043501489736
161,Turin,History Museum,45.06236,7.67994,Museo Egizio,45.068344200093385,7.684363349555216
162,Turin,Italian Restaurant,45.06236,7.67994,Quanto Basta,45.07472279620971,7.680369707941736
163,Turin,Italian Restaurant,45.06236,7.67994,Le Vitel Étonné,45.06828594848274,7.688846775949132
164,Turin,Italian Restaurant,45.06236,7.67994,Quattro Soldi,45.06751,7.66293
165,Turin,Italian Restaurant,45.06236,7.67994,La Taverna di Fra' Fiusch,45.018057422116776,7.736333281733664
166,Turin,Italian Restaurant,45.06236,7.67994,Villa Somis,45.03385218399355,7.6962526599443715
167,Turin,Italian Restaurant,45.06236,7.67994,Il Bric,45.03018567722425,7.723118154389341
168,Turin,Italian Restaurant,45.06236,7.67994,Dolce Stil Novo - Alfredo Russo,45.135201033999614,7.624698752533518
169,Turin,Italian Restaurant,45.06236,7.67994,L'Arrocco,45.06824435295911,7.514307160682501
170,Turin,Italian Restaurant,45.06236,7.67994,La Svolta,45.03490739241169,7.684186094369967
171,Turin,Italian Restaurant,45.06236,7.67994,Il Contegrasso,44.94770969948561,7.632684497746142
172,Turin,Italian Restaurant,45.06236,7.67994,SottoSopra,45.0679085867498,7.434550780466935
173,Turin,Italian Restaurant,45.06236,7.67994,Eataly in Collina,45.01341669624909,7.823471167750277
174,Turin,Italian Restaurant,45.06236,7.67994,Combal Zero,45.069122078386386,7.509070202839639
175,Turin,Italian Restaurant,45.06236,7.67994,La Soldanella,45.0843,7.46346
176,Turin,Italian Restaurant,45.06236,7.67994,Ristorante La Valle,44.98601873995898,7.7538253135389406
177,Turin,Italian Restaurant,45.06236,7.67994,Tenuta Canta,44.97613529358601,7.5129790872503674
178,Turin,Italian Restaurant,45.06236,7.67994,La Vijà,45.02124591139158,7.882028050284865
179,Turin,Park,45.06236,7.67994,Parco del Valentino,45.05205938748674,7.68519401550293
180,Turin,Park,45.06236,7.67994,Parco Ruffini,45.058304584553824,7.633352279663086
181,Turin,Park,45.06236,7.67994,Parco della Tesoriera,45.07659666077336,7.638373374938965
182,Turin,Park,45.06236,7.67994,Colle della Maddalena,45.03130531954837,7.721376421586199
183,Turin,Pub,45.06236,7.67994,Wallace Pub & Osteria Teo il Mat,45.010319573431474,7.552880486402993
184,Turin,Pub,45.06236,7.67994,Old America,45.000420016352784,7.690270273373987
185,Turin,Pub,45.06236,7.67994,Kirby Grove,45.084703736632804,7.473322910498147
186,Turin,Scenic Lookout,45.06236,7.67994,Monte dei Cappuccini,45.05987722527016,7.6973786769386665
187,Turin,Soccer Stadium,45.06236,7.67994,Allianz Stadium (Juventus Stadium),45.109657570621266,7.64122724533081
188,Turin,Soccer Stadium,45.06236,7.67994,Curva Maratona,45.04229291251565,7.649593686341414
189,Turin,Steakhouse,45.06236,7.67994,Rosso di Sera,45.02194,7.58092
190,Turin,Steakhouse,45.06236,7.67994,Roadhouse Restaurant,45.034587,7.666937
191,Turin,Steakhouse,45.06236,7.67994,Roadhouse Restaurant,44.976252052839016,7.709308240695873
192,Turin,Steakhouse,45.06236,7.67994,AgriGrill cascina Capello,44.97405831543715,7.885437011718749
193,Turin,Train Station,45.06236,7.67994,Stazione Trofarello,44.98052657510081,7.735912052997429
194,Turin,Wine Bar,45.06236,7.67994,Signorvino,45.066237194422854,7.683065312668418
195,Turin,Wine Bar,45.06236,7.67994,Caffè-Vini Emilio Ranzini,45.073430776763466,7.683289279514486
196,Turin,Wine Bar,45.06236,7.67994,Cantina del Convento,45.01439582775782,7.82252833058419
197,Amsterdam,Australian Restaurant,52.36994,4.90788,DroversDog,52.362545238658164,4.9349523353462095
198,Amsterdam,Beer Store,52.36994,4.90788,De Bierkoning,52.372404361652826,4.889795393950229
199,Amsterdam,Bookstore,52.36994,4.90788,The American Book Center,52.36891063795359,4.8894249610665605
200,Amsterdam,Bookstore,52.36994,4.90788,Scheltema,52.37220458591638,4.893175115256038
201,Amsterdam,Bookstore,52.36994,4.90788,H. de Vries Boeken,52.38158,4.63223
202,Amsterdam,Café,52.36994,4.90788,Winkel 43,52.37909,4.88622
203,Amsterdam,Café,52.36994,4.90788,De Ceuvel,52.39320704379589,4.910642380271526
204,Amsterdam,Café,52.36994,4.90788,Doppio Espresso,52.36590975737385,4.867520526334434
205,Amsterdam,Café,52.36994,4.90788,De Vergulden Eenhoorn,52.35108327763757,4.9207258485327765
206,Amsterdam,Café,52.36994,4.90788,Local Hero,52.3749466679783,4.860697960902276
207,Amsterdam,Café,52.36994,4.90788,Thuis aan de Amstel,52.33963884800683,4.914768798346644
208,Amsterdam,Café,52.36994,4.90788,Noorderlicht,52.399570226754,4.8966890483948715
209,Amsterdam,Café,52.36994,4.90788,Dignita Restaurant,52.351773951293886,4.857267008341895
210,Amsterdam,Café,52.36994,4.90788,Samen - Lunch & Juice,52.382615530467305,4.855640000488831
211,Amsterdam,Café,52.36994,4.90788,Terrasmus,52.3741374244589,4.850276119430741
212,Amsterdam,Café,52.36994,4.90788,Van Mechelen,52.352715073628204,4.852483621593803
213,Amsterdam,Café,52.36994,4.90788,Lagom Grand Cafe,52.438382,4.815415
214,Amsterdam,Café,52.36994,4.90788,Theetuin Overleek,52.45420435036427,4.999444530634048
215,Amsterdam,Cocktail Bar,52.36994,4.90788,Rosalia's Menagerie,52.3716780431221,4.899174389497594
216,Amsterdam,Coffee Shop,52.36994,4.90788,De Koffieschenkerij,52.37404292238903,4.898427170724094
217,Amsterdam,Coffee Shop,52.36994,4.90788,Back to Black,52.36102,4.888569
218,Amsterdam,Coffee Shop,52.36994,4.90788,Hummingbird Amsterdam,52.371641,4.88955
219,Amsterdam,Coffee Shop,52.36994,4.90788,Bocca,52.36443129817435,4.886863899263005
220,Amsterdam,Coffee Shop,52.36994,4.90788,bij paul,52.357767,4.901996
221,Amsterdam,Coffee Shop,52.36994,4.90788,Pont Neuf,52.38269659790033,4.904153018139992
222,Amsterdam,Coffee Shop,52.36994,4.90788,TOKI,52.382969453995486,4.885552947198834
223,Amsterdam,Coffee Shop,52.36994,4.90788,Tuinhuis Rijksmuseum,52.35932535011871,4.884879012665438
224,Amsterdam,Coffee Shop,52.36994,4.90788,Coffee Bru,52.35714454707232,4.917984511142178
225,Amsterdam,Coffee Shop,52.36994,4.90788,Lot Sixty One Coffee Roasters,52.366814781478,4.870532305607784
226,Amsterdam,Coffee Shop,52.36994,4.90788,Back To Black,52.37947627695172,4.871628357514072
227,Amsterdam,Coffee Shop,52.36994,4.90788,White Label Coffee,52.37034595823542,4.851584285609294
228,Amsterdam,Coffee Shop,52.36994,4.90788,Caffènation,52.35480430326035,4.849351904199482
229,Amsterdam,Coffee Shop,52.36994,4.90788,Friedhats FUKU cafe,52.381161369317034,4.8552475021908865
230,Amsterdam,Coffee Shop,52.36994,4.90788,Mica Coffee Bar,52.37695375483893,4.635422506402894
231,Amsterdam,Coffee Shop,52.36994,4.90788,Native,52.378848736636,4.631409170448028
232,Amsterdam,Dessert Shop,52.36994,4.90788,Cheesy Cakes,52.361595,4.8996015
233,Amsterdam,Dessert Shop,52.36994,4.90788,Van Stapele Koekmakerij,52.368828483990036,4.888481257469415
234,Amsterdam,Dessert Shop,52.36994,4.90788,Patisserie Linnick,52.353477,4.856017
235,Amsterdam,Gastropub,52.36994,4.90788,Hannekes Boom,52.376087996165474,4.911682946957893
236,Amsterdam,Gastropub,52.36994,4.90788,Pllek,52.39902943389349,4.893159749439702
237,Amsterdam,Gastropub,52.36994,4.90788,Eetcafé De Toog,52.45759834435768,4.81120357042186
238,Amsterdam,Gym / Fitness Center,52.36994,4.90788,Saints & Stars,52.36379674190164,4.872997321176407
239,Amsterdam,Gym / Fitness Center,52.36994,4.90788,TrainMore Amsterdam-Oost,52.35622314724411,4.929161353390213
240,Amsterdam,Island,52.36994,4.90788,Marken,52.45753531546697,5.102246667716513
241,Amsterdam,Italian Restaurant,52.36994,4.90788,Impero Romano,52.35678596829745,4.904640002755308
242,Amsterdam,Italian Restaurant,52.36994,4.90788,Restaurant Bussia,52.372451527867824,4.883458935500633
243,Amsterdam,Italian Restaurant,52.36994,4.90788,Ferilli’s,52.350074,4.878131
244,Amsterdam,Italian Restaurant,52.36994,4.90788,Spaghetteria Olympiaplein,52.34620309395684,4.8670930699232695
245,Amsterdam,Italian Restaurant,52.36994,4.90788,Foodbar 63 Graden,52.35276733958988,4.847958683967589
246,Amsterdam,Italian Restaurant,52.36994,4.90788,Il Sogno,52.356278,4.993656
247,Amsterdam,Italian Restaurant,52.36994,4.90788,Pasta di Mamma,52.314779235934964,4.955087427591258
248,Amsterdam,Italian Restaurant,52.36994,4.90788,Trattoria Buoni Amici,52.30405571506773,4.691693458393129
249,Amsterdam,Park,52.36994,4.90788,Oosterpark,52.36019143788499,4.920544624328613
250,Amsterdam,Park,52.36994,4.90788,Sarphatipark,52.354494,4.896197
251,Amsterdam,Park,52.36994,4.90788,Park Frankendael,52.35142402892701,4.929727839576025
252,Amsterdam,Park,52.36994,4.90788,Flevopark,52.362759014017705,4.948878792687779
253,Amsterdam,Park,52.36994,4.90788,Vondelpark,52.35814715043192,4.867072105407715
254,Amsterdam,Park,52.36994,4.90788,Westerpark,52.38736099143321,4.87194299697876
255,Amsterdam,Park,52.36994,4.90788,Beatrixpark,52.3435496773721,4.88428548457242
256,Amsterdam,Park,52.36994,4.90788,Rembrandtpark,52.36346734235167,4.846644401550292
257,Amsterdam,Park,52.36994,4.90788,Amstelpark,52.332231,4.891754
258,Amsterdam,Park,52.36994,4.90788,Sloterpark,52.368775258726565,4.817047058022581
259,Amsterdam,Park,52.36994,4.90788,Het Twiske,52.44168953666083,4.8823457359016365
260,Amsterdam,Park,52.36994,4.90788,Kenaupark,52.386830720444706,4.635496640174055
261,Amsterdam,Pub,52.36994,4.90788,Café Cook,52.37120832674628,4.852791596660389
262,Amsterdam,Scenic Lookout,52.36994,4.90788,BovenNEMO,52.374211325800275,4.91243135200957
263,Amsterdam,Scenic Lookout,52.36994,4.90788,"Noordeinde, Volendam, Netherlands",52.498265415608905,5.078998515469073
264,Amsterdam,Theater,52.36994,4.90788,Koninklijk Theater Carré,52.362413921185755,4.90404413699943
265,Amsterdam,Theater,52.36994,4.90788,Amsterdamse Bostheater,52.321535932582684,4.825132624866347
266,Amsterdam,Wine Bar,52.36994,4.90788,4850,52.35782396898085,4.91368528611317
267,Amsterdam,Wine Bar,52.36994,4.90788,GlouGlou,52.352609121437446,4.894846156883133
268,Amsterdam,Wine Bar,52.36994,4.90788,Bar Centraal,52.36729469589554,4.866575501783744
269,Marseille,Café,43.29338,5.37132,Paul,43.363871652289426,5.34998531786919
270,Marseille,Coffee Shop,43.29338,5.37132,Ginger Art & Coffee,43.293714,5.374614
271,Marseille,Coffee Shop,43.29338,5.37132,Starbucks,43.363386491490225,5.347153657444641
272,Marseille,Coffee Shop,43.29338,5.37132,Starbucks,43.41692,5.21789
273,Marseille,Cosmetics Shop,43.29338,5.37132,SEPHORA,43.36337436948145,5.348789884393071
274,Marseille,Cosmetics Shop,43.29338,5.37132,SEPHORA,43.41953691467334,5.360116845420107
275,Marseille,Cupcake Shop,43.29338,5.37132,Minoofi Bakery,43.28914171653777,5.378598932865482
276,Marseille,History Museum,43.29338,5.37132,Musée des Civilisations de l'Europe et de la Méditerranée (MuCEM),43.29658649837589,5.361079735157546
277,Marseille,Island,43.29338,5.37132,Île de Riou,43.177548188824325,5.383021831512451
278,Marseille,Italian Restaurant,43.29338,5.37132,La Cantinetta,43.295393210993375,5.382577623431128
279,Marseille,Italian Restaurant,43.29338,5.37132,La Stazione,43.214742985893636,5.539589365499958
280,Marseille,Mountain,43.29338,5.37132,Cap Canaille,43.19967134460562,5.552279968636882
281,Marseille,Park,43.29338,5.37132,Parc Borély,43.260315420917514,5.3826141357421875
282,Marseille,Park,43.29338,5.37132,Parc Longchamp,43.30455851284106,5.395532404094793
283,Marseille,Park,43.29338,5.37132,Parc des Bruyères,43.27444013650534,5.441064834594727
284,Marseille,Pub,43.29338,5.37132,O'Brady's Irish Pub,43.25878095022701,5.394013297691274
285,Marseille,Pub,43.29338,5.37132,O'Bells,43.413206184280625,5.363409652055804
286,Marseille,Scenic Lookout,43.29338,5.37132,Terrasse des Terrasses du Port,43.306490135768904,5.363408612496994
287,Marseille,Scenic Lookout,43.29338,5.37132,Gardanne,43.459943042141546,5.465116775399773
288,Marseille,Soccer Stadium,43.29338,5.37132,Stade Vélodrome (Orange Vélodrome),43.26984683864035,5.3958964347839355
289,Marseille,Steakhouse,43.29338,5.37132,La Villa,43.27267180926848,5.387216485138141
290,Marseille,Steakhouse,43.29338,5.37132,Buffalo Grill,43.41796234190049,5.3652899499012525
