,Neighborhood,Venue Category,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude
80,Madrid,Bar,40.41956,-3.69196,Mesón Gallego,40.32894745076023,-3.8587730498958623
81,Madrid,Beer Store,40.41956,-3.69196,Bee Beer,40.421952,-3.6969
82,Madrid,Beer Store,40.41956,-3.69196,Labirratorium,40.43375974450104,-3.708658218383789
83,Madrid,Brewery,40.41956,-3.69196,Cerveceria Oldenburg (Hermana Mayor),40.43041414263806,-3.7017209365301023
84,Madrid,Brewery,40.41956,-3.69196,Cervezas La Virgen,40.49922989827175,-3.8892245292663574
85,Madrid,Burger Joint,40.41956,-3.69196,El Rincón de Fogg,40.404065,-3.677902
86,Madrid,Burger Joint,40.41956,-3.69196,Goiko Grill,40.45242503592658,-3.696965739505928
87,Madrid,Burger Joint,40.41956,-3.69196,Goiko Grill,40.43861757749245,-3.79342759010329
88,Madrid,Burger Joint,40.41956,-3.69196,El Rincón de Coimbra,40.37595673191074,-3.7752960863035643
89,Madrid,Burger Joint,40.41956,-3.69196,Gancho y Directo,40.419616779519586,-3.7975002051715427
90,Madrid,Burger Joint,40.41956,-3.69196,Hamburguesa Nostra,40.463227199709934,-3.8083913191564367
91,Madrid,Burger Joint,40.41956,-3.69196,Oskar Burguer,40.3277066473006,-3.859080894361962
92,Madrid,Café,40.41956,-3.69196,Cafe Angelica,40.423226309929944,-3.707465329347798
93,Madrid,Café,40.41956,-3.69196,Zero Point Coffee Shop,40.409925433621694,-3.696936332307282
94,Madrid,Café,40.41956,-3.69196,HanSo Café,40.423912322535884,-3.7055842487583757
95,Madrid,Café,40.41956,-3.69196,Kaloan,40.43166980130705,-3.633348002216504
96,Madrid,Café,40.41956,-3.69196,Arasy,40.346863,-3.8117266
97,Madrid,Café,40.41956,-3.69196,Che Madrid,40.49261092510026,-3.87299692922834
98,Madrid,Cocktail Bar,40.41956,-3.69196,Salmon Gurú,40.41486660560401,-3.6995319613728506
99,Madrid,Cocktail Bar,40.41956,-3.69196,Bora Bora,40.283920957151985,-3.789955447191153
100,Madrid,Coffee Shop,40.41956,-3.69196,Toma Café,40.42650984196803,-3.7059470889382538
101,Madrid,Coffee Shop,40.41956,-3.69196,la colectiva café,40.42992148420876,-3.6997984076711017
102,Madrid,Coffee Shop,40.41956,-3.69196,Ruda Café,40.41048553852604,-3.7080002451953527
103,Madrid,Coffee Shop,40.41956,-3.69196,Hola Coffee,40.40708312303291,-3.6991170007772296
104,Madrid,Coffee Shop,40.41956,-3.69196,Toma Cafe 2,40.43305544837065,-3.7000621412986456
105,Madrid,Coffee Shop,40.41956,-3.69196,Religion Coffee,40.437733091716474,-3.6851640024612355
106,Madrid,Coffee Shop,40.41956,-3.69196,Home Bakery,40.50545866312301,-3.67429166194166
107,Madrid,Coffee Shop,40.41956,-3.69196,Atuel,40.458708413757684,-3.8612519927508235
108,Madrid,Deli / Bodega,40.41956,-3.69196,Club del Gourmet (ECI Pozuelo),40.46298105087909,-3.8067197721238895
109,Madrid,Dessert Shop,40.41956,-3.69196,Moulin Chocolat,40.420422856011314,-3.686826845677998
110,Madrid,Dessert Shop,40.41956,-3.69196,Pastelería Manolo,40.59607331376065,-3.704304623894384
111,Madrid,Food & Drink Shop,40.41956,-3.69196,La Tienda de la Cerveza,40.41054590788561,-3.708127697891393
112,Madrid,Grocery Store,40.41956,-3.69196,Alimentación Quiroga,40.413759722199444,-3.6994574585588165
113,Madrid,Grocery Store,40.41956,-3.69196,Supercor,40.45093809062186,-3.85821571523202
114,Madrid,Gym / Fitness Center,40.41956,-3.69196,Centro Deportivo El Sardinero,40.394937467082045,-3.87835910567967
115,Madrid,Gym / Fitness Center,40.41956,-3.69196,Centro Supera Complejo Deportivo la Fuensanta,40.31516650930242,-3.851446895796623
116,Madrid,Italian Restaurant,40.41956,-3.69196,Trattoria In Crescendo,40.39458232012004,-3.6983880942169574
117,Madrid,Italian Restaurant,40.41956,-3.69196,La Piperna,40.464159,-3.69312
118,Madrid,Italian Restaurant,40.41956,-3.69196,Trattoria La Famiglia,40.4006621329573,-3.7516301931197833
119,Madrid,Italian Restaurant,40.41956,-3.69196,Passaparola,40.38803168437286,-3.765899738174933
120,Madrid,Italian Restaurant,40.41956,-3.69196,Novecento,40.39203801252386,-3.755396432561903
121,Madrid,Italian Restaurant,40.41956,-3.69196,El Kiosco de la Pizza,40.396978364554265,-3.765598730114114
122,Madrid,Italian Restaurant,40.41956,-3.69196,Mamma Maria,40.32899716927618,-3.7650935508328476
123,Madrid,Italian Restaurant,40.41956,-3.69196,Romolo Tratoria & Pizzeria,40.49265390751967,-3.8763415162021726
124,Madrid,Italian Restaurant,40.41956,-3.69196,Rigatoni,40.466811525633865,-3.8704754360670117
125,Madrid,Italian Restaurant,40.41956,-3.69196,Proverbium,40.40819199106957,-3.8772318921493163
126,Madrid,Park,40.41956,-3.69196,Parque del Retiro,40.41517879765204,-3.6814713478088374
127,Madrid,Park,40.41956,-3.69196,Parque del Oeste,40.428123,-3.721987
128,Madrid,Park,40.41956,-3.69196,Madrid Río (Sector Central),40.39674416149369,-3.7128422187398
129,Madrid,Park,40.41956,-3.69196,Madrid Río (Sector Sur),40.39450912360116,-3.7026071548461914
130,Madrid,Park,40.41956,-3.69196,Parque de las Siete Tetas,40.397811329712745,-3.655429875522588
131,Madrid,Park,40.41956,-3.69196,Parque Dehesa de la Villa,40.458571,-3.723267
132,Madrid,Park,40.41956,-3.69196,Parque Juan Pablo II,40.45599182198619,-3.6237220521234716
133,Madrid,Park,40.41956,-3.69196,Dehesa de Navalcarbón,40.51021015826668,-3.88641357421875
134,Madrid,Park,40.41956,-3.69196,Monte del Pilar,40.46860786150609,-3.8536385472870878
135,Madrid,Park,40.41956,-3.69196,Parque Polvoranca,40.32529191608435,-3.798527904515687
136,Madrid,Pizza Place,40.41956,-3.69196,Pizza Pazza,40.375094961024224,-3.774839578629221
137,Madrid,Pub,40.41956,-3.69196,Fogg Birra and Cheese,40.41227536098442,-3.69798791617441
138,Madrid,Restaurant,40.41956,-3.69196,La Primera,40.41918268290716,-3.697793514240437
139,Madrid,Restaurant,40.41956,-3.69196,Honest Greens,40.42487975679924,-3.697894121919185
140,Madrid,Restaurant,40.41956,-3.69196,DSTAgE,40.42472945683953,-3.6963052685894597
141,Madrid,Restaurant,40.41956,-3.69196,Vinoteca Moratín,40.41261947884343,-3.695511165213914
142,Madrid,Restaurant,40.41956,-3.69196,Alabaster,40.41807931218255,-3.689794959957802
143,Madrid,Restaurant,40.41956,-3.69196,Amazónico,40.42383753262332,-3.6850245572738443
144,Madrid,Restaurant,40.41956,-3.69196,La Colmada,40.42547618019526,-3.7043642238817385
145,Madrid,Restaurant,40.41956,-3.69196,Restaurante Bacira,40.433803250381146,-3.6990506779000705
146,Madrid,Restaurant,40.41956,-3.69196,Cachivache Taberna,40.45454335548046,-3.677956756463268
147,Madrid,Restaurant,40.41956,-3.69196,Restaurante Butarque,40.35208115846772,-3.7615340035896065
148,Madrid,Restaurant,40.41956,-3.69196,Jiménez Restaurante,40.4729036,-3.8378565
149,Madrid,Restaurant,40.41956,-3.69196,Urogallo,40.43607117668807,-3.7991893217157253
150,Madrid,Restaurant,40.41956,-3.69196,Verde Oliva,40.46822413921562,-3.8711903367042644
151,Madrid,Restaurant,40.41956,-3.69196,Onneca,40.46838751597148,-3.8713394554657867
152,Madrid,Restaurant,40.41956,-3.69196,El Estoque,40.463319,-3.866477
153,Madrid,Restaurant,40.41956,-3.69196,El As de Bastos,40.47623491996811,-3.8752337937594676
154,Madrid,Restaurant,40.41956,-3.69196,Shoopo Homebar,40.596254,-3.705254
155,Madrid,Restaurant,40.41956,-3.69196,El Cafe del Infante,40.360348969567255,-3.9008962253539514
156,Madrid,Snack Place,40.41956,-3.69196,The Place,40.431674432970574,-3.8070007296376596
157,Madrid,Soccer Field,40.41956,-3.69196,Ciudad Deportiva Cerro del Espino,40.457962407173554,-3.8609745529112116
158,Madrid,Tapas Restaurant,40.41956,-3.69196,La Raquetista,40.42046271831923,-3.6771653141330463
159,Madrid,Tapas Restaurant,40.41956,-3.69196,La Castela,40.42043470417075,-3.6765640741828016
160,Madrid,Tapas Restaurant,40.41956,-3.69196,InClan Brutal Bar,40.41502338061646,-3.7018643661445174
161,Madrid,Tapas Restaurant,40.41956,-3.69196,Pez Tortilla,40.4242382067626,-3.706568309829162
162,Madrid,Tapas Restaurant,40.41956,-3.69196,Laredo,40.42031260723626,-3.6751586693950693
163,Madrid,Tapas Restaurant,40.41956,-3.69196,Rosi La Loca,40.415821011717526,-3.7029546044326276
164,Madrid,Tapas Restaurant,40.41956,-3.69196,La Machina de Puertochico,40.45351087647582,-3.858262180417543
165,Madrid,Tapas Restaurant,40.41956,-3.69196,Pintxaki,40.40522765708704,-3.894542196654865
166,Madrid,Tapas Restaurant,40.41956,-3.69196,The Black,40.2848792,-3.789888
167,Madrid,Theater,40.41956,-3.69196,Teatro de La Zarzuela,40.41718415347722,-3.6970549821853633
168,Madrid,Theater,40.41956,-3.69196,Teatro María Guerrero,40.42288540887174,-3.6929136514663696
169,Madrid,Theater,40.41956,-3.69196,Teatro Del Barrio,40.409666440324926,-3.699222340056091
170,Rome,Asian Restaurant,41.90323,12.49566,Thien Kim Ristorante Vietnamita,41.97120282975835,12.433638550612566
171,Rome,Asian Restaurant,41.90323,12.49566,Ristorante Yu Olgiata,42.02081195450872,12.375397638927149
172,Rome,Asian Restaurant,41.90323,12.49566,Xin Yi,41.778177,12.356236
173,Rome,BBQ Joint,41.90323,12.49566,Er Macellaio,41.7998018009237,12.424968879641284
174,Rome,Café,41.90323,12.49566,Roscioli CAFFè - pasticceria,41.894206258050566,12.474553676709009
175,Rome,Café,41.90323,12.49566,Sciascia,41.90980680415953,12.461819347729074
176,Rome,Café,41.90323,12.49566,Bompiani Bar Gelateria Pasticceria,41.85910794951108,12.502292491521326
177,Rome,Café,41.90323,12.49566,Bar Gramuglia,41.93762446509789,12.424744339717522
178,Rome,Café,41.90323,12.49566,Non Solo Caffè,41.97333146526896,12.429810722471014
179,Rome,Café,41.90323,12.49566,Eden Caffè,41.8076345219467,12.680626532249391
180,Rome,Cocktail Bar,41.90323,12.49566,Il Giardino dell'Eden,41.9066497,12.4863851
181,Rome,Cocktail Bar,41.90323,12.49566,TreeBar,41.9231515229997,12.471377076477228
182,Rome,Coffee Shop,41.90323,12.49566,Faro,41.910129,12.498404
183,Rome,Deli / Bodega,41.90323,12.49566,RADICI - Pizzicheria Salentina,41.89245598611118,12.505773261287722
184,Rome,Department Store,41.90323,12.49566,Lidl Torrevecchia,41.9155914269928,12.406777622639725
185,Rome,Dessert Shop,41.90323,12.49566,Two Sizes,41.89804758670326,12.471558376859273
186,Rome,Dessert Shop,41.90323,12.49566,Pompi,41.880392493075455,12.513508184379944
187,Rome,Dessert Shop,41.90323,12.49566,Mizzica,41.9124744383643,12.51788681196494
188,Rome,Dessert Shop,41.90323,12.49566,Cristalli di zucchero,41.86932258620914,12.446613861304934
189,Rome,Dessert Shop,41.90323,12.49566,Bar Pasticceria Da Nino,41.80342140019807,12.599989646837729
190,Rome,Fast Food Restaurant,41.90323,12.49566,McDonald's,42.04956550441993,12.62601613998413
191,Rome,Gym / Fitness Center,41.90323,12.49566,Virgin Active Roma Calasanzio,41.9433271654873,12.43763111903914
192,Rome,Gym / Fitness Center,41.90323,12.49566,Villa Bonelli Sporting Center,41.85145651848046,12.452618155973575
193,Rome,Gym / Fitness Center,41.90323,12.49566,Monteverde Club,41.85216753632364,12.443999567574402
194,Rome,Gym / Fitness Center,41.90323,12.49566,Virgin Active Roma Eur,41.813413665522376,12.43577790526003
195,Rome,Gym / Fitness Center,41.90323,12.49566,Virgin Active Roma Balduina,41.92043536585564,12.435695416413306
196,Rome,Gym / Fitness Center,41.90323,12.49566,Villaggio Sportivo Eschilo 1,41.76163096781709,12.372624080895537
197,Rome,Italian Restaurant,41.90323,12.49566,Fiaschetteria Marini,41.90850633285687,12.498249345179058
198,Rome,Italian Restaurant,41.90323,12.49566,Sant'Andrea,41.90319720155637,12.48325206630795
199,Rome,Italian Restaurant,41.90323,12.49566,Spirito Divino,41.887879620048544,12.476805742202416
200,Rome,Italian Restaurant,41.90323,12.49566,La Prosciutteria,41.890663353051025,12.468548293973516
201,Rome,Italian Restaurant,41.90323,12.49566,Hostaria Costanza,41.89597,12.47351
202,Rome,Italian Restaurant,41.90323,12.49566,I Buoni Amici,41.88823050773774,12.504171661558498
203,Rome,Italian Restaurant,41.90323,12.49566,Tonnarello,41.88977101407318,12.469388248670251
204,Rome,Italian Restaurant,41.90323,12.49566,Ristoro Degli Angeli,41.86277892736329,12.485048072167102
205,Rome,Italian Restaurant,41.90323,12.49566,Osteria Mavi,41.86533,12.4725
206,Rome,Italian Restaurant,41.90323,12.49566,Le Tre Zucche,41.862914180088524,12.457062331961204
207,Rome,Italian Restaurant,41.90323,12.49566,Antica Hostaria dei Ghiottoni,41.98241487015751,12.513071506878266
208,Rome,Italian Restaurant,41.90323,12.49566,Il Postiglione Ristorante Pizzeria,41.89443418365454,12.416505291132863
209,Rome,Italian Restaurant,41.90323,12.49566,Le Vele,41.89501,12.43793
210,Rome,Italian Restaurant,41.90323,12.49566,Il Bistrot,41.82413342720175,12.450549365317173
211,Rome,Italian Restaurant,41.90323,12.49566,Pizza Club i Maroncio,41.82610888398669,12.647262923414804
212,Rome,Italian Restaurant,41.90323,12.49566,Da Baffone,41.93694512036671,12.622196581511629
213,Rome,Italian Restaurant,41.90323,12.49566,Da Riccardo,41.837363,12.511855
214,Rome,Italian Restaurant,41.90323,12.49566,La Dispensa,41.95618167850674,12.312701176163507
215,Rome,Italian Restaurant,41.90323,12.49566,Aglio Olio E Peperoncino,41.831789394417214,12.42004138094318
216,Rome,Italian Restaurant,41.90323,12.49566,Ristorante Mangiafuoco,41.788548270955246,12.668114651353672
217,Rome,Italian Restaurant,41.90323,12.49566,"Cantina ""Simonetti""",41.80956748192011,12.6791145948238
218,Rome,Italian Restaurant,41.90323,12.49566,La Cavola d'Oro,41.796789623613215,12.652426463172315
219,Rome,Italian Restaurant,41.90323,12.49566,Locanda Di Bacco,42.05337878251931,12.615762258363736
220,Rome,Italian Restaurant,41.90323,12.49566,"Pane ar Pane, Vino ar Vino",41.775974590029605,12.37444564330343
221,Rome,Italian Restaurant,41.90323,12.49566,Zaraza,41.81010070148639,12.680120879236066
222,Rome,Park,41.90323,12.49566,Villa Borghese,41.914653074615394,12.483644485473633
223,Rome,Park,41.90323,12.49566,Villa Torlonia,41.91389098373219,12.511360037771691
224,Rome,Park,41.90323,12.49566,Villa Ada,41.93447156087869,12.504975073533833
225,Rome,Park,41.90323,12.49566,Parco Regionale dell'Appia Antica,41.8668603520918,12.50291347503662
226,Rome,Park,41.90323,12.49566,Villa Doria Pamphilj,41.88317368508112,12.441598494723003
227,Rome,Park,41.90323,12.49566,Parco della Caffarella,41.86646,12.523743
228,Rome,Park,41.90323,12.49566,Parco degli Acquedotti,41.85035941121525,12.557480335235596
229,Rome,Park,41.90323,12.49566,Passeggiata del Giappone,41.82879816748848,12.461813127080669
230,Rome,Park,41.90323,12.49566,Parco Egeria,41.855123397256364,12.531334954856987
231,Rome,Park,41.90323,12.49566,Parco Dei Fumetti,41.799297074701045,12.424409655174708
232,Rome,Park,41.90323,12.49566,Parco della Madonnetta,41.76975189260051,12.360529952940867
233,Rome,Park,41.90323,12.49566,Villa Torlonia Frascati,41.80468759733154,12.67866025521472
234,Rome,Pizza Place,41.90323,12.49566,Pizza e Mozzarella,41.89759761479189,12.479097450483923
235,Rome,Pizza Place,41.90323,12.49566,Pizza Zizza,41.899798201466645,12.456375153443235
236,Rome,Pizza Place,41.90323,12.49566,Farinè La Pizza,41.89586622288366,12.513940676821987
237,Rome,Pizza Place,41.90323,12.49566,Panificio Bonci,41.9114729233277,12.453396575574097
238,Rome,Pizza Place,41.90323,12.49566,Pane e Tempesta,41.86881490449893,12.446031858311839
239,Rome,Pizza Place,41.90323,12.49566,"Ristorante ""Al Giardino d'Abruzzo""",41.885932018539854,12.419375443491743
240,Rome,Pizza Place,41.90323,12.49566,Pappammí,41.865372224839724,12.460641695886263
241,Rome,Pizza Place,41.90323,12.49566,Botrini,41.864396704311055,12.492074070931409
242,Rome,Pizza Place,41.90323,12.49566,Le Quattro Stagioni,41.863543149988004,12.466718218883697
243,Rome,Pizza Place,41.90323,12.49566,Il Ponticello,41.851741977901135,12.476499080657959
244,Rome,Pizza Place,41.90323,12.49566,La Silviana,41.85625546679064,12.451780934972453
245,Rome,Pizza Place,41.90323,12.49566,In Fucina,41.860617589876206,12.452295119285555
246,Rome,Pizza Place,41.90323,12.49566,Grani Di Sale - Ristorante Pizzeria,41.844693,12.549148
247,Rome,Pizza Place,41.90323,12.49566,Popi Pizza,41.90057449784872,12.427913257739911
248,Rome,Pizza Place,41.90323,12.49566,Gegè Pizzeria,41.971521331338856,12.433681043743524
249,Rome,Pizza Place,41.90323,12.49566,Oasi Slurp,41.9800734949275,12.709473419201847
250,Rome,Pizza Place,41.90323,12.49566,Pizza 120,41.78035399038805,12.366975364141444
251,Rome,Pizza Place,41.90323,12.49566,Antica Ricetta,41.75123755671282,12.373339917303374
252,Rome,Pub,41.90323,12.49566,Ma Che Siete Venuti A Fà,41.891743486258214,12.469147502251712
253,Rome,Pub,41.90323,12.49566,Buskers Pub,41.85213459425579,12.479969381408162
254,Rome,Pub,41.90323,12.49566,Mama Tequila,41.93192496848742,12.420522855270724
255,Rome,Pub,41.90323,12.49566,King Arthur Taverna,41.80953723436381,12.592900773313724
256,Rome,Restaurant,41.90323,12.49566,SeC Sedie E Cantine,41.89987749464118,12.47005451877619
257,Rome,Restaurant,41.90323,12.49566,Al Vecchio Galeone,41.896789716505815,12.433583055158303
258,Rome,Restaurant,41.90323,12.49566,Meat,41.861741892779,12.452586194400393
259,Rome,Restaurant,41.90323,12.49566,Istanbul Kebab,41.862343019446485,12.464417777540001
260,Rome,Restaurant,41.90323,12.49566,Ristorante Giustiniana,41.98564738618821,12.406714202974069
261,Rome,Soccer Field,41.90323,12.49566,A.S. Roma - Centro Sportivo Fulvio Bernardini,41.748219157627595,12.467641386416142
262,Rome,Steakhouse,41.90323,12.49566,Roadhouse Restaurant,41.914477,12.386844
263,Rome,Steakhouse,41.90323,12.49566,Mad Cow & Mad Pizza,41.810164880453556,12.599419166564127
264,Rome,Theater,41.90323,12.49566,Teatro Palladium,41.86267287982669,12.485293242548988
265,Rome,Wine Bar,41.90323,12.49566,Ai Tre Scalini,41.896347818830705,12.490418011337228
266,Rome,Wine Bar,41.90323,12.49566,Cipasso,41.901772,12.473529
267,Rome,Wine Bar,41.90323,12.49566,Il Goccetto,41.8978224266521,12.467379882074916
268,Rome,Wine Bar,41.90323,12.49566,Mimì e Cocò,41.89808329489454,12.471409615464415
269,Paris,Asian Restaurant,48.85718,2.34141,Bouddha Wok,48.8268907,2.52819573
270,Paris,Bar,48.85718,2.34141,Du Côté de chez Fred,48.838160068423264,2.4888225186751765
271,Paris,Bar,48.85718,2.34141,Le Chat Teigne,48.79897049490015,2.4902108467668542
272,Paris,Beer Bar,48.85718,2.34141,Outland Bar,48.85560692606166,2.387160023020572
273,Paris,Beer Store,48.85718,2.34141,La Moustache Blanche,48.85452477876369,2.3673031736565684
274,Paris,Café,48.85718,2.34141,Le Pavillon des Canaux,48.88749334222099,2.3786682881172654
275,Paris,Café,48.85718,2.34141,Les Petits Plats,48.80234353665481,2.4860573229337994
276,Paris,Café,48.85718,2.34141,Le Café de Gally,48.817238,2.080256
277,Paris,Coffee Shop,48.85718,2.34141,Partisan,48.86475435958546,2.3530692174680863
278,Paris,Coffee Shop,48.85718,2.34141,Dreamin' Man,48.86528997318334,2.3664861917495728
279,Paris,Cosmetics Shop,48.85718,2.34141,SEPHORA,48.88349903255056,2.477381931224992
280,Paris,Cosmetics Shop,48.85718,2.34141,SEPHORA,48.7796005671674,2.4559944835257603
281,Paris,Cosmetics Shop,48.85718,2.34141,SEPHORA,48.84029679,2.54702776
282,Paris,Department Store,48.85718,2.34141,Le Bon Marché,48.851091,2.324381
